"Bottrop-Boy","-235","-83"
"Dinslaken","-33","5"
"Voerde (Niederrhein)","-30","-5"
"Wesel","-24","-7"
"Oberhausen-Sterkrade","-38","15"
"Oberhausen-Holten","38","-28"
"Millingen (Kr Rees)","-9","-30"
"Mehrhoog","-16","-20"
"Haldern (Rheinl)","-13","-24"
"Empel-Rees","-13","-30"
"Praest","-8","-36"
"Wesel-Feldmark","-22","-9"
"Duisburg-Hamborn","-40","8"
"Oberhausen-Buschhausen","-40","14"
"Wulfen (Westf)","-18","31"
"Reken","-7","34"
"Maria-Veen","-12","-159"
"Blumenkamp","-21","-9"
"Hamminkeln","-17","-11"
"Dingden","-13","-8"
"Essen-Gerschede","-42","24"
"Essen-Borbeck","-42","25"
"Essen-Borbeck Süd","-44","25"
"Essen-Frohnhausen","-93","192"
"Duisburg-Obermeiderich","-43","9"
"Lutum","9","53"
"Billerbeck","8","59"
"Lutum Streckenwechsel 2273/2265","9","53"
"Wattenscheid-Höntrop","-45","45"
"Mülheim (Ruhr) West","-47","16"
"Bochum-Ehrenfeld","-93","19"
"Millingen","-4","-65"
"Rheinberg (Rheinl)","-36","-11"
"Rheinkamp","-42","-8"
"Moers","-45","-6"
"Rumeln","-51","-5"
"Duisburg-Beeck Gbf","-92","-51"
"Lintorf (Niederrhein)","-56","13"
"Ratingen West","-61","12"
"Leverkusen Morsbroich","-86","33"
"Immigrath","-79","25"
"Duisburg-Wedau Entenfang","-52","12"
"Porz (Rhein)","-101","37"
"Menden (Rheinl)","-111","46"
"Bonn-Beuel","-116","42"
"Düsseldorf Wehrhahn","-67","10"
"Ratingen Ost","-60","16"
"Düsseldorf-Rath Mitte","-64","11"
"Kettwig","-53","23"
"Hösel","-57","20"
"Essen-Holthausen","-73","14"
"Kettwig Stausee","-54","24"
"Düsseldorf Zoo","-66","11"
"Essen-Kupferdreh Hespertalbahn","-51","38"
"Düsseldorf Volksgarten","-69","10"
"Düsseldorf-Eller Mitte","-70","14"
"Düsseldorf-Wersten","-72","12"
"Duisburg-Hochfeld Süd (Hp)","-49","5"
"Krefeld-Hohenbudberg Chempark","-53","-4"
"Rheinhausen Ost","-50","2"
"Krefeld-Uerdingen (Hp)","-53","-6"
"Boisheim","-63","-43"
"Breyell","-61","-45"
"Kaldenkirchen","-58","-51"
"Dülken","-65","-36"
"Viersen","-64","-30"
"Hagen-Westerbauer","-56","70"
"Wittbräucke","-48","75"
"Gevelsberg Hbf","-58","64"
"Gevelsberg-Knapp","-68","-376"
"Gevelsberg-Kipp","16","-217"
"Dortmund-Löttringhausen","-45","75"
"Dortmund Tierpark","-43","77"
"Dortmund-Kirchhörde","-45","76"
"Mönchengladbach-Rheindahlen","-75","-34"
"Mönchengladbach-Genhausen","-75","-37"
"Wegberg","-76","-42"
"Arsbeck","-75","-49"
"Hochdahl","-69","26"
"Erkrath","-68","21"
"Hochdahl-Millrath","-69","27"
"Wuppertal-Barmen","-64","48"
"Wuppertal-Unterbarmen","-63","47"
"Wuppertal Hbf","-65","45"
"Hochdahl (Abzw)","-68","24"
"Düsseldorf-Bilk (Hp)","-70","8"
"Düsseldorf-Friedrichstadt","248","239"
"Düsseldorf-Flingern","-67","12"
"Wuppertal-Langerfeld (Hp)","-152","39"
"Düsseldorf-Hamm","-23","112"
"Düsseldorf Völklinger Straße","-69","6"
"Schwelm West","-61","57"
"Neuss Am Kaiser","-68","0"
"Neuss Rheinparkcenter","-70","2"
"Krefeld Forsthaus","-60","-18"
"Anrath","-62","-24"
"Herzogenrath Grenze","-102","-59"
"Geilenkirchen","-93","-58"
"Ennepetal (Gevelsberg)","-60","64"
"Langschede","-42","101"
"Herrath","-79","-34"
"Erkelenz","-82","-38"
"Baal","-90","-195"
"Brachelen","-89","-46"
"Übach-Palenberg","-98","-58"
"Kleinenbroich","-70","-14"
"Korschenbroich","-71","-19"
"Mönchengladbach-Lürrip","-70","-23"
"Aachen Hbf","-113","-61"
"Kapellen-Wevelinghoven","-79","-8"
"Grevenbroich","-81","-11"
"Frimmersdorf","-85","-12"
"Gustorf","-83","-13"
"Geldern","-38","-37"
"Neuss Allerheiligen","-76","5"
"Kevelaer","-32","-45"
"Nieukerk","-45","-32"
"Aldekerk","-44","-33"
"Kempen (Niederrhein)","-53","-28"
"Bedburg-Hau","-107","-225"
"Goch","-22","-54"
"Weeze","-27","-50"
"Norf","-74","3"
"Nievenheim","-78","7"
"Dormagen","-81","13"
"Dormagen Chempark (Südbahnsteig)","-81","12"
"Köln Geldernstr/Parkgürtel","-93","24"
"Köln Etzelstraße","-92","23"
"Köln-Nippes Streckenwechsel 2618/2610","-92","23"
"Dormagen Chempark (Nordbahnsteig)","-81","12"
"Eschweiler Hbf","-109","-45"
"Nothberg","-109","-41"
"Stolberg (Rheinl) Hbf","-111","-48"
"Eilendorf","-112","-52"
"Aachen Süd","-114","-61"
"Langerwehe","-108","-34"
"Dorsfeld","-102","-7"
"Quadrath-Ichendorf","-96","-1"
"Glesch","-93","-11"
"Paffendorf","-94","-9"
"Zieverich","-95","-7"
"Bergheim (Erft)","-95","-4"
"Rheydt-Odenkirchen","-77","-25"
"Hochneukirch","-80","-24"
"Grevenbroich Erftwerk","-82","-8"
"Jüchen","-80","-20"
"Pulheim","-90","11"
"Stommeln","-88","6"
"Brühl-Kierberg","-106","19"
"Weilerswist","-115","14"
"Erftstadt","-110","7"
"Köln-Chorweiler","-87","20"
"Köln-Blumenberg","-86","19"
"Köln Volkhovener Weg","-89","19"
"Köln-Chorweiler Nord","-87","19"
"Köln Trimbornstraße","-96","30"
"Köln Airport / Businesspark","-101","36"
"Frechen-Königsdorf","-408","478"
"Köln-Müngersdorf Technologiepark","-95","19"
"Sindorf","-100","-3"
"Buir","-104","-12"
"Köln-Lövenich S-Bahn","-96","13"
"Köln-Weiden West","-96","11"
"Brühl","-107","20"
"Sechtem","-111","25"
"Köln Bonntor","-99","26"
"Blankenberg (Sieg)","-114","66"
"Merten (Sieg)","-113","70"
"Eitorf","-113","75"
"Herchen","-112","81"
"Dattenfeld (Sieg)","-109","86"
"Schladern (Sieg)","-109","89"
"Rosbach (Sieg)","-110","91"
"Au (Sieg)","-113","96"
"Niederhövels","-111","109"
"Wissen (Sieg)","-112","104"
"Etzbach","-112","99"
"Köln-Porz (Rhein) Hp","-102","36"
"Honrath","-99","55"
"Hoffnungsthal","-99","50"
"Rösrath","-100","48"
"Porz-Heumar","-98","39"
"Rösrath-Stümpen","-101","46"
"Engelskirchen","-91","72"
"Düsseldorf-Reisholz Bf Abzw","-72","16"
"Düsseldorf Berg","-66","22"
"Nordbögge","-29","104"
"Kamen","-31","96"
"Dortmund-Kurl","-35","89"
"Essen Zollverein Nord","-41","35"
"Kamen-Methler","-32","91"
"Düsseldorf Rethel","-67","10"
"Essen-Dellwig","-41","22"
"Düsseldorf Flughafen","-61","7"
"Angermund","-56","7"
"Düsseldorf-Hellerhof","-77","20"
"Düsseldorf-Garath","-75","20"
"Duisburg Schlenk","-50","7"
"Duisburg-Buchholz","-153","-38"
"Langenfeld (Rheinl)-Berghausen","-164","131"
"Düsseldorf Flughafen (Hp)","-62","7"
"Köln Messe/Deutz Bft (S-Bahn)","-239","-93"
"Hilden Süd","-74","24"
"Köln Messe/Deutz (tief)","-96","27"
"Köln-Holweide","-93","35"
"Köln-Dellbrück","-93","38"
"Duckterath","-92","40"
"Solingen Schaberg","-74","43"
"Solingen Mitte","-73","39"
"Solingen Grünewald","-68","38"
"Gremberg","-97","30"
"Gremberg Nord","-97","30"
"Wuppertal-Ronsdorf","-67","50"
"Remscheid-Lüttringhausen","-69","54"
"Velbert-Neviges","-59","40"
"Velbert-Nierenhof","-53","43"
"Velbert-Langenberg","-243","-64"
"Essen-Kupferdreh","-51","38"
"Wülfrath-Aprath","-63","37"
"Velbert-Rosenhügel","-112","-42"
"Hagen-Oberhagen","-45","166"
"Hagen-Delstern","-55","81"
"Dahl","-197","-72"
"Rummenohl","-62","83"
"Dahlerbrück","-65","81"
"Lüdenscheid-Brügge","-69","-348"
"Marienheide","-82","83"
"Werdohl","-64","107"
"Altena (Westf)","-60","97"
"Hohenlimburg","-55","87"
"Hagen-Halden","723","469"
"Haan","-71","31"
"Witten-Annen Nord","-45","68"
"Dortmund-Kruckel","-44","72"
"Hagen-Wehringhausen","-55","75"
"Frömern","-40","104"
"Ardey","-42","103"
"Küntrop","-61","112"
"Ergste","-49","87"
"Hennen","-238","-93"
"Kalthof (Kr Iserlohn)","-47","97"
"Iserlohnerheide","-50","99"
"Iserlohn","-52","100"
"Letmathe Dechenhöhle","-53","94"
"Bösperde","-45","107"
"Menden (Sauerland)","-46","110"
"Drensteinfurt","-11","104"
"Rinkerode","-5","98"
"Münster-Hiltrup","0","94"
"Mersch (Westf)","-14","104"
"Bockum-Hövel","-53","123"
"Unna-West","-226","-69"
"Obererbach","-146","127"
"Breitscheidt (Kr Altenkirchen Ww)","-115","96"
"Geilhausen","-113","94"
"Hilgenroth Kloster Marienthal","-116","97"
"Pracht Hohegrete","-114","94"
"Sudmühle","9","99"
"Duisburg Mannesmann","-53","3"
"Köln Deutzerfeld","-96","28"
"Möllen (Niederrhein)","-32","-1"
"Gummersbach-Dieringhausen","-92","83"
"Bonn Helmholtzstraße","-118","35"
"Krummenerl","-82","106"
"Trompet-Sachtleben C","-361","151"
"Herne Hot","-37","46"
"Dortmhed-Kley","-286","-462"
"Düsseldorf Abstellbahnhof","-68","9"
"Aachen West Grenze","-112","-63"
"Hamm (Westf) Rbf, W 431","-22","111"
"Lüdenscheid","-68","93"
"Hamm (Westf) Pbf","-22","111"
"Lindern DB Grenze","-90","-49"
"Hattingen (Ruhr) DB-Grenze","-53","-53"
"Gevelsberg-Vogelsang DB-Grenze","-131","-25"
"Emmerich Grenze","0","-54"
"Kaarst DB-Grenze","-53","-53"
"Xanten","-24","-25"
"Düsseldorf-Gerresheim DB-Grenze","-68","17"
"Wanne-Eickel Hbf, W 149","-37","47"
"Gelsenkirchen-Horst Nord","54","284"
"Köln Neurather Ring Strw 2652/2659/2730","-93","32"
"Bonn UN Campus","-118","43"
"Remscheid Hbf, W 66","-72","50"
"Hamm (Westf) Rbf, W 507","-22","111"
"Hamm (Westf) Rbf, W 703","-22","111"
"StrUeb2423_2804","-55","72"
"Bocholt","-73","-112"
"Essen Streckenwechsel 2244/2280","-34","5"
"Abzw Oberhausen Grafenbusch, W 862","-40","16"
"Duisburg Hafen","-46","7"
"Hamm (Westf) Rbf","-22","111"
"Duisb-Wedau, W 3 Oberh West","-51","9"
"Düsseldorf-Grafenberg","-333","260"
"Flandersbach","-59","29"
"Köln-Ehrenfeld DB-Grenze","-95","22"
"Brühl Süd","-108","20"
"Siegburg - Montabaur","-146","113"
"Mülheim (Ruhr)-Speldorf","-47","13"
"Werl","-34","121"
"Raestrup-Everswinkel","2","115"
"Münster-Häger","20","175"
"Rosendahl-Holtwick","11","43"
"Borken (Westf)","-5","16"
"Duisburg-Ruhrort","-45","5"
"Hattingen (Ruhr) Mitte","-50","48"
"Bonn-Oberkassel","-67","5"
"Kaldenkirchen Grenze","-57","-52"
"Dalheim","-236","-44"
"Rheydt-Geneicken","-72","-24"
"Wickede (Ruhr)","-40","116"
"Kleve","-11","-57"
"Aachen Süd Grenze","-118","-58"
"Bergheim Streckenwechsel 2581/2601","-96","-1"
"Weilerswist-Derkum","-102","30"
"Scheuerfeld (Sieg)","-111","114"
"Bergisch Gladbach","-91","42"
"Remscheid-Bliedinghausen","-74","50"
"Plettenberg","-8596","1667"
"Neuenrade","-62","110"
"Menden (Sauerland) Süd","-47","111"
"Münster-Sprakel","35","21"
