"Streckennummer","Streckenabschnitt","Gleisart", "Länge","Höchstgeschwindigkeit","Bremsweg"
"2550","StrUeb2550_2553 - Aachen West","Richtungsgleis","0,4","60","1000 m Bremsweg"
"2550","Schwelm - Schwelm, W 427","Gegengleis","0,4","130","1000 m Bremsweg"
"2550","Schwelm - Schwelm, W 427","Richtungsgleis","0,4","130","1000 m Bremsweg"
"2550","Schwelm, W 427 - Ennepetal (Gevelsberg)","Gegengleis","4,1","130","1000 m Bremsweg"
"2550","Schwelm, W 427 - Ennepetal (Gevelsberg)","Richtungsgleis","4,1","130","1000 m Bremsweg"
"2552","Aachen West - StrUeb2552_2553","Gegengleis","0,9","60","1000 m Bremsweg"
"2552","Aachen West - StrUeb2552_2553","Richtungsgleis","0,9","60","1000 m Bremsweg"
"2552","StrUeb2552_2553 - Aachen West Grenze","Gegengleis","4,5","80","1000 m Bremsweg"
"2552","StrUeb2552_2553 - Aachen West Grenze","Richtungsgleis","4,5","80","1000 m Bremsweg"
"2622","Merzenich Üst - StrUeb2585_2622","eingleisig","2,6","140","1000 m Bremsweg"
"2622","StrUeb2585_2622 - Düren","eingleisig","0,9","120","1000 m Bremsweg"
"2600","Köln-Lövenich - Horrem, W 11","Gegengleis","8,2","250","1000 m Bremsweg"
"2600","Köln-Lövenich - Horrem, W 11","Richtungsgleis","8,2","250","1000 m Bremsweg"
"2600","Horrem, W 11 - Horrem","Gegengleis","1,0","250","1000 m Bremsweg"
"2600","Horrem, W 11 - Horrem","Richtungsgleis","1,0","250","1000 m Bremsweg"
"2600","Köln-Ehrenfeld - Köln-Ehrenfeld, W 50","Gegengleis","2,3","250","1000 m Bremsweg"
"2600","Köln-Ehrenfeld - Köln-Ehrenfeld, W 50","Richtungsgleis","2,3","250","1000 m Bremsweg"
"2601","Horrem - Horrem, W 82","eingleisig","0,4","40","400 m Bremsweg"
"2601","Horrem, W 82 - Quadrath-Ichendorf","eingleisig","2,7","60","400 m Bremsweg"
"2616","Köln Hbf - Köln Hbf, W 72","Gegengleis","0,8","30","400 m Bremsweg"
"2616","Köln Hbf - Köln Hbf, W 72","Richtungsgleis","0,8","30","400 m Bremsweg"
"2620","Köln Hansaring - Köln Hbf, W 144","Gegengleis","0,5","80","400 m Bremsweg"
"2620","Köln Hansaring - Köln Hbf, W 144","Richtungsgleis","0,5","80","400 m Bremsweg"
"2664","Köln-Mülheim, W 238 - Köln-Mülheim, W 103","eingleisig","0,1","60","700 m Bremsweg"
"2631","Hürth-Kalscheuren - Hürth-Kalscheuren, W 62","Gegengleis","0,2","100","1000 m Bremsweg"
"2631","Hürth-Kalscheuren - Hürth-Kalscheuren, W 62","Richtungsgleis","0,2","100","1000 m Bremsweg"
"2631","Hürth-Kalscheuren, W 62 - Brühl-Kierberg","Gegengleis","4,4","100","1000 m Bremsweg"
"2631","Hürth-Kalscheuren, W 62 - Brühl-Kierberg","Richtungsgleis","4,4","100","1000 m Bremsweg"
"2633","StrUeb2633_2658 - Köln Messe/Deutz","eingleisig","0,0","60","400 m Bremsweg"
"2639","StrUeb2639_2651_1 - Köln Messe/Deutz","Gegengleis","0,0","60","400 m Bremsweg"
"2639","StrUeb2639_2651_1 - Köln Messe/Deutz","Richtungsgleis","0,0","60","400 m Bremsweg"
"2650","Selmig (Abzw) - Hamm (Westf) Rbf, W 431","Gegengleis","3,5","160","1000 m Bremsweg"
"2650","Selmig (Abzw) - Hamm (Westf) Rbf, W 431","Richtungsgleis","3,5","160","1000 m Bremsweg"
"2653","Köln Messe/Deutz - Köln-Mülheim, W 12","eingleisig","2,8","70","400 m Bremsweg"
"2653","Köln-Mülheim, W 12 - Köln-Mülheim, W 221","eingleisig","0,5","40","700 m Bremsweg"
"2670","Köln-Buchforst - Köln-Mülheim, W 221","Gegengleis","0,6","80","700 m Bremsweg"
"2670","Köln-Buchforst - Köln-Mülheim, W 221","Richtungsgleis","0,6","80","700 m Bremsweg"
"2670","Köln-Mülheim, W 221 - Köln-Mülheim","Gegengleis","0,2","80","700 m Bremsweg"
"2670","Köln-Mülheim, W 221 - Köln-Mülheim","Richtungsgleis","0,2","80","1000 m Bremsweg"
"2692","Köln Frankfurter Straße - Porz-Heumar, W 3109","Gegengleis","0,1","100","1000 m Bremsweg"
"2692","Köln Frankfurter Straße - Porz-Heumar, W 3109","Richtungsgleis","0,1","100","1000 m Bremsweg"
"2692","Porz-Heumar, W 3109 - Köln Frankfurter Straße Abzw","Gegengleis","0,8","100","1000 m Bremsweg"
"2692","Porz-Heumar, W 3109 - Köln Frankfurter Straße Abzw","Richtungsgleis","0,8","100","Kein Dokument vorhanden"
"2659","Köln Messe/Deutz - Köln Messe/Deutz, W 631","eingleisig","0,2","60","400 m Bremsweg"
"2659","Köln Messe/Deutz, W 631 - Köln-Mülheim","eingleisig","3,4","80","400 m Bremsweg"
"2664","Köln-Mülheim, W 103 - Köln-Mülheim, W 105","eingleisig","0,0","60","700 m Bremsweg"
"2664","Köln-Mülheim, W 105 - Köln-Kalk Nord, W 54","eingleisig","2,0","60","700 m Bremsweg"
"2665","Köln-Mülheim - Köln-Mülheim, Stw Mf, W 101","eingleisig","0,8","60","700 m Bremsweg"
"2663","Köln-Mülheim, W 233 - Höhenhaus","Gegengleis","1,2","80","1000 m Bremsweg"
"2663","Köln-Mülheim, W 233 - Höhenhaus","Richtungsgleis","1,2","80","1000 m Bremsweg"
"2670","Köln-Mülheim - Köln-Mülheim, W 233","Gegengleis","0,7","80","1000 m Bremsweg"
"2670","Köln-Mülheim - Köln-Mülheim, W 233","Richtungsgleis","0,7","80","1000 m Bremsweg"
"2669","Köln-Kalk Nord, W 528 - Köln-Kalk Nord, W 54","eingleisig","1,9","40","700 m Bremsweg"
"2669","Köln-Kalk Nord, W 54 - Köln-Mülheim, W 12","eingleisig","0,7","40","700 m Bremsweg"
"2670","Köln-Mülheim, W 233 - Köln-Mülheim, W 238","Gegengleis","0,5","80","1000 m Bremsweg"
"2670","Köln-Mülheim, W 233 - Köln-Mülheim, W 238","Richtungsgleis","0,5","80","1000 m Bremsweg"
"2667","Köln-Kalk Nord - Köln-Kalk Nord, W 528","eingleisig","0,8","40","400 m Bremsweg"
"2700","StrUeb2700_2701 - Wuppertal Rauenthal","Gegengleis","1,0","70","700 m Bremsweg"
"2700","StrUeb2700_2701 - Wuppertal Rauenthal","Richtungsgleis","1,0","70","700 m Bremsweg"
"2800","Iserlohn-Letmathe - Letmathe, W 174","Gegengleis","0,3","100","1000 m Bremsweg"
"2800","Iserlohn-Letmathe - Letmathe, W 174","Richtungsgleis","0,3","100","1000 m Bremsweg"
"2801","Hagen Hbf - Hagen-Vorhalle, W 522","eingleisig","3,5","100","1000 m Bremsweg"
"2801","Hagen-Vorhalle, W 522 - Hagen-Vorhalle","eingleisig","0,8","120","1000 m Bremsweg"
"2811","Hagen Gbf - StrUeb2803_2811","Gegengleis","1,3","60","700 m Bremsweg"
"2811","Hagen Gbf - StrUeb2803_2811","Richtungsgleis","1,3","60","700 m Bremsweg"
"2811","StrUeb2803_2811 - Hagen Streckenwechsel 2811/2823","Gegengleis","0,8","60","700 m Bremsweg"
"2811","StrUeb2803_2811 - Hagen Streckenwechsel 2811/2823","Richtungsgleis","0,8","60","700 m Bremsweg"
"2813","Brügge (Westf), W 4 - Lüdenscheid","eingleisig","6,2","70","700 m Bremsweg"
"2810","Schalksmühle - Brügge (Westf), W 4","eingleisig","5,4","80","700 m Bremsweg"
"2810","Brügge (Westf), W 4 - Lüdenscheid-Brügge","eingleisig","0,3","50","700 m Bremsweg"
"2820","Hagen-Hengstey - Hagen-Kabel, W 307","Gegengleis","2,0","60","1000 m Bremsweg"
"2820","Hagen-Hengstey - Hagen-Kabel, W 307","Richtungsgleis","2,0","60","1000 m Bremsweg"
"2820","Hagen-Kabel, W 307 - Hagen-Kabel","Gegengleis","0,3","60","Kein Dokument vorhanden"
"2820","Hagen-Kabel, W 307 - Hagen-Kabel","Richtungsgleis","0,3","60","1000 m Bremsweg"
"2843","Schwerte (Ruhr) - Schwerte (Ruhr) Ost, W 305","eingleisig","2,0","60","700 m Bremsweg"
"2843","Schwerte (Ruhr) Ost, W 305 - Schwerte (Ruhr) Ost","eingleisig","0,6","60","700 m Bremsweg"
"2911","Selmig (Abzw) - Hamm (Westf) Rbf, W 135","Gegengleis","1,8","80","1000 m Bremsweg"
"2911","Selmig (Abzw) - Hamm (Westf) Rbf, W 135","Richtungsgleis","1,8","80","700 m Bremsweg"
"2932","Bönen - Bönen, W 51","Gegengleis","1,9","160","1000 m Bremsweg"
"2932","Bönen - Bönen, W 51","Richtungsgleis","1,9","160","1000 m Bremsweg"
"2932","Bönen, W 51 - Hamm (Westf) Pbf","Gegengleis","7,8","160","1000 m Bremsweg"
"2932","Bönen, W 51 - Hamm (Westf) Pbf","Richtungsgleis","7,8","160","1000 m Bremsweg"
"2911","Hamm (Westf) Rbf, W 135 - Hamm (Westf) Rbf, W 136","eingleisig","0,0","40","700 m Bremsweg"
"2542","Lindern, 24W22 - Lindern DB Grenze","eingleisig","1,2","60","700 m Bremsweg"
"2580","Holzheim (b Neuss) - Neuss Nordkanal W 1","eingleisig","2,6","100","700 m Bremsweg"
"2580","Neuss Nordkanal W 1 - Neuss Nordkanal","eingleisig","0,0","60","700 m Bremsweg"
"2602","Horrem, W 11 - Horrem, W 82","eingleisig","1,1","40","400 m Bremsweg"
"2825","Hagen-Vorhalle, W 421 - Hagen-Vorhalle Vwf","eingleisig","1,5","60","700 m Bremsweg"
"2553","StrUeb2550_2553 - StrUeb2552_2553","eingleisig","0,5","40","1000 m Bremsweg"
"2273","Lembeck - Klein Reken","eingleisig","4,1","100","700 m Bremsweg"
"2273","Klein Reken - Reken","eingleisig","1,9","100","700 m Bremsweg"
"2151","Bochum-Langendreer - Bochum-Langendreer, W 210","Gegengleis","0,4","80","1000 m Bremsweg"
"2151","Bochum-Langendreer - Bochum-Langendreer, W 210","Richtungsgleis","0,4","80","1000 m Bremsweg"
"2400","Hattingen (Ruhr) - Hattingen (Ruhr) DB-Grenze","eingleisig","0,5","50","700 m Bremsweg"
"2651","Spich - Troisdorf Nord","Gegengleis","1,8","160","1000 m Bremsweg"
"2651","Spich - Troisdorf Nord","Richtungsgleis","1,8","160","1000 m Bremsweg"
"2816","Hagen-Haspe - Gevelsberg-Vogelsang DB-Grenze","eingleisig","1,1","50","400 m Bremsweg"
"2825","Hagen-Vorhalle Vwf - Hagen-Vorhalle","eingleisig","1,6","60","700 m Bremsweg"
"2270","Emmerich-Elten - Emmerich Grenze","Gegengleis","3,2","140","1000 m Bremsweg"
"2270","Emmerich-Elten - Emmerich Grenze","Richtungsgleis","3,2","140","1000 m Bremsweg"
"2723","Wuppertal-Vohwinkel - Wuppertal-Dornap Abzw","Gegengleis","2,4","120","1000 m Bremsweg"
"2723","Wuppertal-Vohwinkel - Wuppertal-Dornap Abzw","Richtungsgleis","2,4","120","1000 m Bremsweg"
"2533","Neuss Hbf, W 45 - Neuss Hbf","eingleisig","0,4","auf Anfrage","auf Anfrage"
"2584","Düren, W 230 - Düren","eingleisig","0,4","auf Anfrage","auf Anfrage"
"2622","Düren - Düren, W 230","eingleisig","0,2","120","1000 m Bremsweg"
"2100","Lünen Hbf, W 441 - Lünen Hbf, W 442","Gegengleis","0,1","120","1000 m Bremsweg"
"2100","Lünen Hbf, W 441 - Lünen Hbf, W 442","Richtungsgleis","0,1","120","1000 m Bremsweg"
"2530","StrUeb2530_2550 - Neuss Hbf, W 45","eingleisig","0,1","60","400 m Bremsweg"
"2530","Neuss Hbf, W 45 - Kaarst DB-Grenze","eingleisig","0,7","80","400 m Bremsweg"
"2611","Köln-Ehrenfeld, W 90 - Pulheim","Gegengleis","8,0","120","1000 m Bremsweg"
"2611","Köln-Ehrenfeld, W 90 - Pulheim","Richtungsgleis","8,0","120","1000 m Bremsweg"
"2330","Alpen - Xanten","eingleisig","10,3","80","700 m Bremsweg"
"2194","Bochum Hbf, 14W216 - Bochum Hbf","eingleisig","0,4","50","700 m Bremsweg"
"2250","Oberhausen Hochstraße - Bottrop Hbf","eingleisig","2,1","80","1000 m Bremsweg"
"2291","Mülheim (Ruhr) Hbf - Mülheim (Ruhr)-Heißen Abzw","Gegengleis","2,4","140","1000 m Bremsweg"
"2291","Mülheim (Ruhr) Hbf - Mülheim (Ruhr)-Heißen Abzw","Richtungsgleis","2,4","140","1000 m Bremsweg"
"2291","Mülheim (Ruhr)-Heißen Abzw - Essen-Frohnhausen","Gegengleis","4,0","140","1000 m Bremsweg"
"2291","Mülheim (Ruhr)-Heißen Abzw - Essen-Frohnhausen","Richtungsgleis","4,0","140","1000 m Bremsweg"
"2300","Mülheim (Ruhr) Hbf - Mülheim (Ruhr)-Heißen Abzw","Gegengleis","2,4","160","1000 m Bremsweg"
"2300","Mülheim (Ruhr) Hbf - Mülheim (Ruhr)-Heißen Abzw","Richtungsgleis","2,4","160","1000 m Bremsweg"
"2300","Mülheim (Ruhr)-Heißen Abzw - Essen West","Gegengleis","5,0","160","1000 m Bremsweg"
"2300","Mülheim (Ruhr)-Heißen Abzw - Essen West","Richtungsgleis","5,0","160","1000 m Bremsweg"
"2165","Essen-Horst - Bochum-Dahlhausen, W 301","Gegengleis","1,0","80","700 m Bremsweg"
"2165","Essen-Horst - Bochum-Dahlhausen, W 301","Richtungsgleis","1,0","80","700 m Bremsweg"
"2800","Letmathe, W 174 - Altena (Westf)","Gegengleis","8,7","100","1000 m Bremsweg"
"2800","Letmathe, W 174 - Altena (Westf)","Richtungsgleis","8,7","100","1000 m Bremsweg"
"2200","Mecklenbeck - Mecklenbeck, 99W713","Gegengleis","0,2","160","1000 m Bremsweg"
"2200","Mecklenbeck - Mecklenbeck, 99W713","Richtungsgleis","0,2","160","1000 m Bremsweg"
"2200","Mecklenbeck, 99W713 - Geist","Gegengleis","3,2","160","1000 m Bremsweg"
"2200","Mecklenbeck, 99W713 - Geist","Richtungsgleis","3,2","160","1000 m Bremsweg"
"2010","Mecklenbeck, 99W713 - Münster (Westf) Kanal","eingleisig","5,6","90","1000 m Bremsweg"
"2810","Kierspe - Meinerzhagen, W 3","eingleisig","3,6","70","700 m Bremsweg"
"2641","Köln Bonntor, W 3 - StrUeb2641_2643_2","Gegengleis","0,0","60","700 m Bremsweg"
"2641","Köln Bonntor, W 3 - StrUeb2641_2643_2","Richtungsgleis","0,0","60","700 m Bremsweg"
"2206","StrUeb2206_2246_2 - Oberhausen-Osterfeld","eingleisig","3,0","60","700 m Bremsweg"
"2843","Abzw Hohensyburg, W 573 - Westhofen (Westf)","Gegengleis","2,2","80","700 m Bremsweg"
"2843","Abzw Hohensyburg, W 573 - Westhofen (Westf)","Richtungsgleis","2,2","80","700 m Bremsweg"
"2190","Dortmund-Dorstfeld, W 61 - Dortmund Hbf","Gegengleis","2,0","80","1000 m Bremsweg"
"2190","Dortmund-Dorstfeld, W 61 - Dortmund Hbf","Richtungsgleis","2,0","80","1000 m Bremsweg"
"2165","StrUeb2165_2167_2 - Bochum-Dahlhausen","Gegengleis","0,4","40","700 m Bremsweg"
"2165","StrUeb2165_2167_2 - Bochum-Dahlhausen","Richtungsgleis","0,4","40","700 m Bremsweg"
"2167","StrUeb2165_2167_2 - Bochum-Dahlhausen","Gegengleis","1,9","90","700 m Bremsweg"
"2167","StrUeb2165_2167_2 - Bochum-Dahlhausen","Richtungsgleis","1,9","90","700 m Bremsweg"
"2641","StrUeb2641_2656_1 - Köln-Kalk","Gegengleis","2,4","60","700 m Bremsweg"
"2641","StrUeb2641_2656_1 - Köln-Kalk","Richtungsgleis","2,4","60","700 m Bremsweg"
"2600","StrUeb2600_2611_1 - StrUeb2600_2613_2","Gegengleis","0,4","250","1000 m Bremsweg"
"2600","StrUeb2600_2611_1 - StrUeb2600_2613_2","Richtungsgleis","0,4","250","1000 m Bremsweg"
"2611","StrUeb2600_2611_1 - Köln-Ehrenfeld, W 90","Gegengleis","1,0","100","1000 m Bremsweg"
"2611","StrUeb2600_2611_1 - Köln-Ehrenfeld, W 90","Richtungsgleis","1,0","100","1000 m Bremsweg"
"2641","StrUeb2641_2643_2 - Köln Bonntor","Gegengleis","0,7","60","700 m Bremsweg"
"2641","StrUeb2641_2643_2 - Köln Bonntor","Richtungsgleis","0,7","60","700 m Bremsweg"
"2643","StrUeb2641_2643_2 - Köln Bonntor, W 1","Gegengleis","0,0","50","700 m Bremsweg"
"2643","StrUeb2641_2643_2 - Köln Bonntor, W 1","Richtungsgleis","0,0","50","700 m Bremsweg"
"2250","StrUeb2224_2250 - Recklinghausen Ost","Gegengleis","0,1","100","1000 m Bremsweg"
"2250","StrUeb2224_2250 - Recklinghausen Ost","Richtungsgleis","0,1","100","1000 m Bremsweg"
"2224","StrUeb2224_2250 - Recklinghausen Hbf","eingleisig","2,3","60","1000 m Bremsweg"
"2550","StrUeb2423_2550_2 - StrUeb2423_2550_1","eingleisig","0,1","120","1000 m Bremsweg"
"2630","Hürth-Kalscheuren, W 33 - Hürth-Kalscheuren, W 36","Gegengleis","0,3","160","1000 m Bremsweg"
"2630","Hürth-Kalscheuren, W 33 - Hürth-Kalscheuren, W 36","Richtungsgleis","0,3","160","1000 m Bremsweg"
"2550","StrUeb2550_2580 - Abzw Neuss Erftkanal, W 185","Gegengleis","0,1","80","1000 m Bremsweg"
"2550","StrUeb2550_2580 - Abzw Neuss Erftkanal, W 185","Richtungsgleis","0,1","80","1000 m Bremsweg"
"2151","StrUeb2142_2151_2 - Dortmund-Lütgendortmund Gbf","Gegengleis","3,6","80","Kein Dokument vorhanden"
"2151","StrUeb2142_2151_2 - Dortmund-Lütgendortmund Gbf","Richtungsgleis","3,6","80","1000 m Bremsweg"
"2142","StrUeb2142_2151_2 - Bochum-Langendreer","Gegengleis","0,4","60","1000 m Bremsweg"
"2142","StrUeb2142_2151_2 - Bochum-Langendreer","Richtungsgleis","0,4","60","1000 m Bremsweg"
"2525","Neuss, W 56 - Neuss Hbf","Gegengleis","0,1","70","1000 m Bremsweg"
"2525","Neuss, W 56 - Neuss Hbf","Richtungsgleis","0,1","70","1000 m Bremsweg"
"2550","Hagen-Haspe, W 441 - Hagen Rehsiepen","Gegengleis","1,6","150","1000 m Bremsweg"
"2550","Hagen-Haspe, W 441 - Hagen Rehsiepen","Richtungsgleis","1,6","150","1000 m Bremsweg"
"2816","Hagen-Haspe, W 441 - Hagen-Haspe","eingleisig","0,3","40","400 m Bremsweg"
"2615","Köln West, W 52 - Köln-Nippes (Abzw)","Gegengleis","1,2","60","700 m Bremsweg"
"2615","Köln West, W 52 - Köln-Nippes (Abzw)","Richtungsgleis","1,2","60","700 m Bremsweg"
"2613","Köln West, W 52 - Köln-Ehrenfeld, W 1","Gegengleis","1,4","100","700 m Bremsweg"
"2613","Köln West, W 52 - Köln-Ehrenfeld, W 1","Richtungsgleis","1,4","100","700 m Bremsweg"
"2550","StrUeb2423_2550_1 - Hochdahl (Abzw)","eingleisig","5,6","140","1000 m Bremsweg"
"2423","StrUeb2423_2550_1 - Düsseldorf-Gerresheim DB-Grenze","Gegengleis","0,4","80","700 m Bremsweg"
"2423","StrUeb2423_2550_1 - Düsseldorf-Gerresheim DB-Grenze","Richtungsgleis","0,4","80","700 m Bremsweg"
"2014","StrUeb2014_2931 - Nevinghof/Münster Zentrum Nord","eingleisig","0,7","80","700 m Bremsweg"
"2931","StrUeb2014_2931 - Nevinghof/Münster Zentrum Nord","Gegengleis","0,7","140","1000 m Bremsweg"
"2931","StrUeb2014_2931 - Nevinghof/Münster Zentrum Nord","Richtungsgleis","0,7","140","1000 m Bremsweg"
"2630","StrUeb2630_2642_2 - Köln Süd","Gegengleis","0,3","90","1000 m Bremsweg"
"2630","StrUeb2630_2642_2 - Köln Süd","Richtungsgleis","0,3","90","1000 m Bremsweg"
"2642","StrUeb2630_2642_2 - Köln Süd","Gegengleis","0,3","60","700 m Bremsweg"
"2642","StrUeb2630_2642_2 - Köln Süd","Richtungsgleis","0,3","60","700 m Bremsweg"
"2600","Köln-Ehrenfeld, W 55 - Köln-Lövenich","Gegengleis","3,1","250","1000 m Bremsweg"
"2600","Köln-Ehrenfeld, W 55 - Köln-Lövenich","Richtungsgleis","3,1","250","1000 m Bremsweg"
"2312","StrUeb2312_2505_1 - Duisburg Hbf","Gegengleis","2,7","120","1000 m Bremsweg"
"2312","StrUeb2312_2505_1 - Duisburg Hbf","Richtungsgleis","2,7","120","1000 m Bremsweg"
"2505","StrUeb2312_2505_1 - Duisburg-Hochfeld Süd, 06W8","Gegengleis","1,0","100","1000 m Bremsweg"
"2505","StrUeb2312_2505_1 - Duisburg-Hochfeld Süd, 06W8","Richtungsgleis","1,0","100","1000 m Bremsweg"
"2643","Köln Eifeltor, Stw Esf, W 426 - Köln Eifeltor","eingleisig","1,1","40","700 m Bremsweg"
"2640","Köln Eifeltor, Stw Esf, W 426 - Hürth-Kalscheuren","Gegengleis","2,5","100","700 m Bremsweg"
"2640","Köln Eifeltor, Stw Esf, W 426 - Hürth-Kalscheuren","Richtungsgleis","2,5","100","700 m Bremsweg"
"2705","StrUeb2700_2705_1 - Remscheid Hbf","Gegengleis","4,2","90","700 m Bremsweg"
"2705","StrUeb2700_2705_1 - Remscheid Hbf","Richtungsgleis","4,2","90","1000 m Bremsweg"
"2100","Lünen Hbf, W 442 - StrUeb2000_2100_2","Gegengleis","0,2","120","1000 m Bremsweg"
"2100","Lünen Hbf, W 442 - StrUeb2000_2100_2","Richtungsgleis","0,2","120","1000 m Bremsweg"
"2000","Lünen Hbf, W 442 - StrUeb2000_2100_2","eingleisig","0,2","120","1000 m Bremsweg"
"2100","StrUeb2000_2100_2 - Lünen Hbf","Gegengleis","0,5","80","1000 m Bremsweg"
"2100","StrUeb2000_2100_2 - Lünen Hbf","Richtungsgleis","0,5","80","1000 m Bremsweg"
"2000","StrUeb2000_2100_2 - Lünen Hbf","eingleisig","0,5","120","1000 m Bremsweg"
"2013","Münster (Westf) Hbf, W 426 - Telgte","eingleisig","10,9","60","400 m Bremsweg"
"2600","Aachen Hbf, W 13 - StrUeb2550_2600","Gegengleis","0,3","70","1000 m Bremsweg"
"2600","Aachen Hbf, W 13 - StrUeb2550_2600","Richtungsgleis","0,3","70","1000 m Bremsweg"
"2010","Kanal, W 599 - Münster Pleister","eingleisig","3,5","80","1000 m Bremsweg"
"2100","Do-Kirchderne, W 101 - Dortmund-Kirchderne","Gegengleis","0,3","150","1000 m Bremsweg"
"2100","Do-Kirchderne, W 101 - Dortmund-Kirchderne","Richtungsgleis","0,3","150","1000 m Bremsweg"
"2102","Dortmund-Obereving, W 36 - Do-Kirchderne, W 101","eingleisig","2,0","80","1000 m Bremsweg"
"2132","Dortmund-Obereving, W 36 - StrUeb2132_2650_2","Gegengleis","5,2","100","1000 m Bremsweg"
"2132","Dortmund-Obereving, W 36 - StrUeb2132_2650_2","Richtungsgleis","5,2","100","1000 m Bremsweg"
"2113","Dortmund-Hörde, W 3 - StrUeb2103_2113_1","eingleisig","0,0","80","Kein Dokument vorhanden"
"2103","Dortmund-Hörde, W 3 - StrUeb2103_2113_1","Gegengleis","0,0","120","1000 m Bremsweg"
"2103","Dortmund-Hörde, W 3 - StrUeb2103_2113_1","Richtungsgleis","0,0","120","1000 m Bremsweg"
"2103","StrUeb2103_2120_1 - StrUeb2103_2120_2","Gegengleis","0,0","110","1000 m Bremsweg"
"2103","StrUeb2103_2120_1 - StrUeb2103_2120_2","Richtungsgleis","0,0","110","1000 m Bremsweg"
"2103","Dortmund Signal Iduna Park, W205 - Dortmund-Hörde, W 3","Gegengleis","2,6","120","1000 m Bremsweg"
"2103","Dortmund Signal Iduna Park, W205 - Dortmund-Hörde, W 3","Richtungsgleis","2,6","120","1000 m Bremsweg"
"2103","Holzwickede, W 262 - Unna, W 3","Gegengleis","5,6","160","1000 m Bremsweg"
"2103","Holzwickede, W 262 - Unna, W 3","Richtungsgleis","5,6","160","1000 m Bremsweg"
"2103","Unna, W 10 - Unna","Gegengleis","0,0","130","1000 m Bremsweg"
"2103","Unna, W 10 - Unna","Richtungsgleis","0,0","130","1000 m Bremsweg"
"2103","Unna, W 3 - Unna, W 10","Gegengleis","0,4","130","1000 m Bremsweg"
"2103","Unna, W 3 - Unna, W 10","Richtungsgleis","0,4","130","1000 m Bremsweg"
"2932","Unna, W 3 - Unna, W 4","eingleisig","0,1","130","1000 m Bremsweg"
"2650","Dortmund Hbf, W 255 - StrUeb2158_2650","Gegengleis","0,1","80","1000 m Bremsweg"
"2650","Dortmund Hbf, W 255 - StrUeb2158_2650","Richtungsgleis","0,1","80","1000 m Bremsweg"
"2112","Dortmund Süd, W 31 - Dortmund Süd","Gegengleis","0,1","80","1000 m Bremsweg"
"2112","Dortmund Süd, W 31 - Dortmund Süd","Richtungsgleis","0,1","80","1000 m Bremsweg"
"2640","StrUeb2613_2640_1 - StrUeb2613_2640_2","Gegengleis","0,0","40","700 m Bremsweg"
"2640","StrUeb2613_2640_1 - StrUeb2613_2640_2","Richtungsgleis","0,0","40","auf Anfrage"
"2158","Dortmund Hbf, W 212 - Dortmund Hbf, W 207","eingleisig","0,1","80","1000 m Bremsweg"
"2690","Porz-Wahn, W 314 - Siegburg/Bonn","Gegengleis","10,4","200","1000 m Bremsweg"
"2690","Porz-Wahn, W 314 - Siegburg/Bonn","Richtungsgleis","10,4","200","1000 m Bremsweg"
"2650","StrUeb2132_2650_2 - StrUeb2132_2650_1","Gegengleis","0,0","200","1000 m Bremsweg"
"2650","StrUeb2132_2650_2 - StrUeb2132_2650_1","Richtungsgleis","0,0","200","1000 m Bremsweg"
"2140","Bochum-Langendreer, 55W87 - StrUeb2140_2146","Gegengleis","0,2","80","1000 m Bremsweg"
"2140","Bochum-Langendreer, 55W87 - StrUeb2140_2146","Richtungsgleis","0,2","80","1000 m Bremsweg"
"2140","StrUeb2140_2146 - StrUeb2125_2140_2","Gegengleis","1,6","80","1000 m Bremsweg"
